Ensembl Gene ID	Ensembl Transcript ID	Affy zebrafish	HGNC symbol
ENSDARG00000041113	ENSDART00000060251	Dr.809.1.A1_at	
ENSDARG00000074647	ENSDART00000114367		GRIN3B (1 of 2)
ENSDARG00000060442	ENSDART00000085158	Dr.12197.1.S1_at	C11H19orf6
ENSDARG00000040779	ENSDART00000059752	Dr.2666.1.A1_at	
ENSDARG00000028552	ENSDART00000022823		MIR3187 (2 of 2)
ENSDARG00000026882	ENSDART00000102520		
ENSDARG00000026882	ENSDART00000133172		
ENSDARG00000026882	ENSDART00000146768		
ENSDARG00000026882	ENSDART00000102523		
ENSDARG00000026882	ENSDART00000128952		
ENSDARG00000018671	ENSDART00000060226		
ENSDARG00000070059	ENSDART00000102518	Dr.3183.1.A1_at	
ENSDARG00000031907	ENSDART00000039822	Dr.20073.1.A1_at	
ENSDARG00000031907	ENSDART00000137347		
ENSDARG00000031907	ENSDART00000132997		
ENSDARG00000031907	ENSDART00000146737		
ENSDARG00000079740	ENSDART00000112589		EFNA2 (2 of 2)
ENSDARG00000086495	ENSDART00000122176		
ENSDARG00000070056	ENSDART00000102509		ADORA1 (2 of 2)
ENSDARG00000078504	ENSDART00000109308		
ENSDARG00000019941	ENSDART00000004920	Dr.472.1.S1_at	SGTA (2 of 2)
ENSDARG00000089293	ENSDART00000124403		SGTA (1 of 2)
ENSDARG00000034628	ENSDART00000040105		
ENSDARG00000016405	ENSDART00000016183	Dr.4230.1.S1_a_at	
ENSDARG00000016405	ENSDART00000129657	Dr.4230.1.S1_a_at	
ENSDARG00000016405	ENSDART00000122728	Dr.4230.1.S1_a_at	
ENSDARG00000016405	ENSDART00000122645	Dr.4230.1.S1_a_at	
ENSDARG00000009724	ENSDART00000010684		
ENSDARG00000009724	ENSDART00000124968		
ENSDARG00000069481	ENSDART00000101175		
ENSDARG00000044925	ENSDART00000104111		CDK5RAP1
ENSDARG00000044924	ENSDART00000066033		
ENSDARG00000087346	ENSDART00000129526	Dr.2109.1.S1_at	RAP1A (2 of 2)
ENSDARG00000040238	ENSDART00000124139	Dr.17454.1.S1_at	
ENSDARG00000058256	ENSDART00000081098		C11H1orf187 (1 of 2)
ENSDARG00000070714	ENSDART00000104107	Dr.20134.1.A1_at	
ENSDARG00000077082	ENSDART00000111284		AGTRAP
ENSDARG00000094327	ENSDART00000139819		SPATA1
ENSDARG00000094327	ENSDART00000139309		SPATA1
ENSDARG00000005738	ENSDART00000143436		
ENSDARG00000005738	ENSDART00000015610		
ENSDARG00000005738	ENSDART00000147115		
ENSDARG00000089008	ENSDART00000127202		
ENSDARG00000058225	ENSDART00000123665	Dr.5314.1.S1_at	
ENSDARG00000058225	ENSDART00000081062	Dr.5314.1.S1_at	
ENSDARG00000058220	ENSDART00000081054	Dr.12105.1.A1_at	
ENSDARG00000077471	ENSDART00000109585		C11H3orf37
ENSDARG00000077471	ENSDART00000135724		C11H3orf37
ENSDARG00000020497	ENSDART00000027014	Dr.12260.1.A1_at	
ENSDARG00000020497	ENSDART00000134856	Dr.12260.1.A1_at	
ENSDARG00000058208	ENSDART00000081035	Dr.7154.1.A1_at	
ENSDARG00000058208	ENSDART00000147190		
ENSDARG00000075625	ENSDART00000115085	Dr.17817.1.A1_at	
ENSDARG00000070698	ENSDART00000104072	Dr.5287.1.A1_at	
ENSDARG00000070698	ENSDART00000104072	Dr.5287.2.S1_at	
ENSDARG00000044914	ENSDART00000122222	Dr.5465.1.A1_at	
ENSDARG00000044914	ENSDART00000131079	Dr.5465.1.A1_at	
ENSDARG00000044914	ENSDART00000087520		
ENSDARG00000088837	ENSDART00000090117		
ENSDARG00000062471	ENSDART00000090401		FAM19A4
ENSDARG00000022853	ENSDART00000047735		C11H3orf64
ENSDARG00000057997	ENSDART00000080770	Dr.14269.1.A1_at	
ENSDARG00000057987	ENSDART00000080752	Dr.4224.1.S1_at	
ENSDARG00000016773	ENSDART00000018948	Dr.16100.1.S1_at	
ENSDARG00000009727	ENSDART00000005999		TWF2 (2 of 2)
ENSDARG00000009727	ENSDART00000104046		TWF2 (2 of 2)
ENSDARG00000012674	ENSDART00000020283	Dr.22105.1.A1_at	RPUSD4
ENSDARG00000019797	ENSDART00000040171	Dr.6000.1.A1_at	QRICH1
ENSDARG00000077741	ENSDART00000111624		
ENSDARG00000041727	ENSDART00000075750		
ENSDARG00000088766	ENSDART00000125800		
ENSDARG00000089086	ENSDART00000125984		MUSTN1 (2 of 2)
ENSDARG00000060954	ENSDART00000086437	Dr.5827.1.A1_at	TMCC1 (1 of 2)
ENSDARG00000079534	ENSDART00000113468		
ENSDARG00000092026	ENSDART00000144659		
ENSDARG00000094800	ENSDART00000133888		
ENSDARG00000013694	ENSDART00000019248	Dr.18737.1.A1_at	
ENSDARG00000013694	ENSDART00000019248	Dr.15749.1.A1_at	
ENSDARG00000044915	ENSDART00000041725		SFMBT1
ENSDARG00000070651	ENSDART00000103943	Dr.12959.1.A1_at	PRKCD (1 of 2)
ENSDARG00000070653	ENSDART00000103945		FGD5 (2 of 3)
ENSDARG00000088801	ENSDART00000124680		FGD5 (1 of 3)
ENSDARG00000057940	ENSDART00000110882	Dr.4971.1.A1_at	
ENSDARG00000057940	ENSDART00000110882	Dr.10903.1.S1_at	
ENSDARG00000057940	ENSDART00000122078	Dr.10903.1.S1_at	
ENSDARG00000057940	ENSDART00000103950	Dr.26427.1.A1_at	
ENSDARG00000057940	ENSDART00000103950	Dr.10903.1.S1_at	
ENSDARG00000057940	ENSDART00000125453		
ENSDARG00000007601	ENSDART00000040235		
ENSDARG00000077404	ENSDART00000110621		
ENSDARG00000040764	ENSDART00000059732	Dr.541.1.S1_at	
ENSDARG00000002037	ENSDART00000036110	Dr.7788.1.A1_at	PFKFB2 (1 of 2)
ENSDARG00000057708	ENSDART00000080355		PHTF1
ENSDARG00000057708	ENSDART00000124369		PHTF1
ENSDARG00000003169	ENSDART00000103968		
ENSDARG00000003169	ENSDART00000044423	Dr.4477.1.A1_at	
ENSDARG00000003169	ENSDART00000044423	Dr.19853.1.S1_at	
ENSDARG00000003169	ENSDART00000103969	Dr.23937.1.A1_at	
ENSDARG00000003169	ENSDART00000103969	Dr.19853.1.S1_at	
ENSDARG00000070666	ENSDART00000103973	Dr.11188.1.A1_at	RHO (3 of 3)
ENSDARG00000077778	ENSDART00000109440		
ENSDARG00000077778	ENSDART00000138964		
ENSDARG00000003687	ENSDART00000066016		
ENSDARG00000037593	ENSDART00000054744	DrAffx.1.16.S1_at	
ENSDARG00000070672	ENSDART00000103983	Dr.12292.1.A1_at	
ENSDARG00000070674	ENSDART00000103987	Dr.17448.1.S1_at	
ENSDARG00000074804	ENSDART00000110499		ATXN7
ENSDARG00000015394	ENSDART00000005639	Dr.730.1.A1_at	
ENSDARG00000037587	ENSDART00000054735		SYNPR (1 of 2)
ENSDARG00000027183	ENSDART00000129817	Dr.8694.1.S1_at	
ENSDARG00000027183	ENSDART00000037894	Dr.8694.1.S1_at	
ENSDARG00000043661	ENSDART00000029680		
ENSDARG00000070677	ENSDART00000103997	Dr.10670.1.S1_at	
ENSDARG00000070677	ENSDART00000130308	Dr.10670.1.S1_at	
ENSDARG00000086324	ENSDART00000121722		C11H3orf14
ENSDARG00000024815	ENSDART00000080687	Dr.1642.1.A1_at	OGFR (3 of 4)
ENSDARG00000024815	ENSDART00000030420	Dr.1642.1.A1_at	OGFR (3 of 4)
ENSDARG00000070680	ENSDART00000104022		
ENSDARG00000015002	ENSDART00000097934	Dr.8115.1.S1_at	CDH4
ENSDARG00000036750	ENSDART00000053362		
ENSDARG00000074853	ENSDART00000111766		CNNM3
ENSDARG00000077508	ENSDART00000115310		CNNM4 (2 of 2)
ENSDARG00000074570	ENSDART00000125576		
ENSDARG00000074570	ENSDART00000115359		
ENSDARG00000002480	ENSDART00000026292	Dr.25456.1.S1_at	
ENSDARG00000028391	ENSDART00000031333		VPS37B (2 of 2)
ENSDARG00000028391	ENSDART00000146556		VPS37B (2 of 2)
ENSDARG00000005966	ENSDART00000013784		
ENSDARG00000005966	ENSDART00000142053		
ENSDARG00000016025	ENSDART00000019979		
ENSDARG00000016025	ENSDART00000134962		
ENSDARG00000093250	ENSDART00000132057		
ENSDARG00000042697	ENSDART00000129480	Dr.6652.1.S1_at	
ENSDARG00000042697	ENSDART00000129480	Dr.6652.1.S2_at	
ENSDARG00000042697	ENSDART00000142399	Dr.6652.1.S2_at	
ENSDARG00000042697	ENSDART00000062645	Dr.6652.1.S1_at	
ENSDARG00000042697	ENSDART00000062645	Dr.6652.1.S2_at	
ENSDARG00000067755	ENSDART00000099105	Dr.25822.1.S1_at	
ENSDARG00000001972	ENSDART00000015395		
ENSDARG00000076028	ENSDART00000141454	Dr.17650.1.A1_at	
ENSDARG00000076028	ENSDART00000114839	Dr.17650.1.A1_at	
ENSDARG00000087971	ENSDART00000122173		OGFR (4 of 4)
ENSDARG00000057933	ENSDART00000128356		OGFR (2 of 4)
ENSDARG00000057933	ENSDART00000080692		OGFR (2 of 4)
ENSDARG00000057923	ENSDART00000028264	Dr.25427.1.A1_at	
ENSDARG00000057923	ENSDART00000123502	Dr.25427.1.A1_at	
ENSDARG00000068192	ENSDART00000110140		TAF4
ENSDARG00000029866	ENSDART00000042220		SLC6A14
ENSDARG00000044895	ENSDART00000065985		FMOD (1 of 2)
ENSDARG00000044894	ENSDART00000065984		
ENSDARG00000070597	ENSDART00000103846		PRELP
ENSDARG00000090344	ENSDART00000124574		
ENSDARG00000078147	ENSDART00000110673		
ENSDARG00000002552	ENSDART00000027532	Dr.25777.1.S1_at	
ENSDARG00000002552	ENSDART00000027532	Dr.20395.1.A1_at	
ENSDARG00000070600	ENSDART00000128681		DYRK3
ENSDARG00000070601	ENSDART00000080051		RASSF5
ENSDARG00000070606	ENSDART00000129062		
ENSDARG00000070606	ENSDART00000080116		
ENSDARG00000032161	ENSDART00000045391		
ENSDARG00000032161	ENSDART00000103865		
ENSDARG00000032161	ENSDART00000138665		
ENSDARG00000070621	ENSDART00000136265		FAM72B
ENSDARG00000070621	ENSDART00000103883		FAM72B
ENSDARG00000070621	ENSDART00000091182		FAM72B
ENSDARG00000076120	ENSDART00000114288		
ENSDARG00000076120	ENSDART00000122918		
ENSDARG00000089564	ENSDART00000122136		MDFI
ENSDARG00000010794	ENSDART00000006580	Dr.24664.1.S1_at	
ENSDARG00000044899	ENSDART00000065996	Dr.5443.1.A1_at	
ENSDARG00000044899	ENSDART00000146873		
ENSDARG00000053205	ENSDART00000112567		
ENSDARG00000053205	ENSDART00000090182		
ENSDARG00000009438	ENSDART00000014062	Dr.2499.1.S1_at	
ENSDARG00000093627	ENSDART00000134148		
ENSDARG00000074098	ENSDART00000111850	Dr.17518.1.S1_at	
ENSDARG00000062400	ENSDART00000090232		LRRN2
ENSDARG00000057513	ENSDART00000080201	Dr.20062.1.S1_at	
ENSDARG00000044902	ENSDART00000127791	Dr.17051.1.A1_at	
ENSDARG00000044902	ENSDART00000127791	Dr.17051.1.A1_a_at	
ENSDARG00000044902	ENSDART00000127791	Dr.6752.1.A1_at	
ENSDARG00000044902	ENSDART00000127791	Dr.16761.1.A1_at	
ENSDARG00000044902	ENSDART00000046122	Dr.17051.1.A1_at	
ENSDARG00000044902	ENSDART00000046122	Dr.17051.1.A1_a_at	
ENSDARG00000044902	ENSDART00000046122	Dr.6752.1.A1_at	
ENSDARG00000044902	ENSDART00000129307	Dr.17051.1.A1_at	
ENSDARG00000014358	ENSDART00000003646	Dr.3019.1.A1_at	
ENSDARG00000075343	ENSDART00000110152		
ENSDARG00000075829	ENSDART00000111289		
ENSDARG00000088933	ENSDART00000125024		GOLT1A
ENSDARG00000020328	ENSDART00000032844		PLEKHA6
ENSDARG00000086927	ENSDART00000124810		PIK3C2B
ENSDARG00000061099	ENSDART00000086720		
ENSDARG00000061099	ENSDART00000127846		
ENSDARG00000061099	ENSDART00000121874		
ENSDARG00000061099	ENSDART00000112655		
ENSDARG00000000472	ENSDART00000000486		
ENSDARG00000000472	ENSDART00000103800		
ENSDARG00000037346	ENSDART00000054335		HDAC11 (1 of 2)
ENSDARG00000016200	ENSDART00000036513		
ENSDARG00000013122	ENSDART00000006703	Dr.7998.1.A1_at	
ENSDARG00000009754	ENSDART00000034027	Dr.1749.1.A1_at	ZC3H11A
ENSDARG00000009754	ENSDART00000128309	Dr.1749.1.A1_at	ZC3H11A
ENSDARG00000009754	ENSDART00000103766		ZC3H11A
ENSDARG00000075745	ENSDART00000111829		OVGP1 (4 of 4)
ENSDARG00000009612	ENSDART00000067817	Dr.4210.1.S1_at	
ENSDARG00000025847	ENSDART00000136827		SOX12
ENSDARG00000025847	ENSDART00000065972		SOX12
ENSDARG00000057575	ENSDART00000029695		
ENSDARG00000094037	ENSDART00000138487		C11H20orf96
ENSDARG00000020544	ENSDART00000017599	Dr.15089.1.S1_at	
ENSDARG00000011613	ENSDART00000138314	Dr.1040.1.S1_at	
ENSDARG00000011613	ENSDART00000139298	Dr.1040.1.S1_at	
ENSDARG00000011613	ENSDART00000133679		
ENSDARG00000011613	ENSDART00000135435	Dr.1040.1.S1_at	
ENSDARG00000011613	ENSDART00000148153		
ENSDARG00000011613	ENSDART00000017973	Dr.1040.1.S1_at	
ENSDARG00000011613	ENSDART00000137251		
ENSDARG00000011613	ENSDART00000135970		
ENSDARG00000011613	ENSDART00000131365		
ENSDARG00000011613	ENSDART00000134009		
ENSDARG00000011613	ENSDART00000147746		
ENSDARG00000011613	ENSDART00000136735	Dr.1040.1.S1_at	
ENSDARG00000062241	ENSDART00000089777		
ENSDARG00000062237	ENSDART00000089747	Dr.26514.1.A1_at	
ENSDARG00000055552	ENSDART00000103752		
ENSDARG00000062222	ENSDART00000089713	Dr.6600.1.A1_at	
ENSDARG00000025902	ENSDART00000067078	Dr.9333.1.A1_at	
ENSDARG00000031463	ENSDART00000048365		SYT6 (1 of 2)
ENSDARG00000062171	ENSDART00000089601	Dr.1154.1.S1_at	
ENSDARG00000057112	ENSDART00000079715		GPR25
ENSDARG00000070571	ENSDART00000145217		C11H1orf106 (2 of 2)
ENSDARG00000070571	ENSDART00000087740	Dr.13144.1.A1_at	C11H1orf106 (2 of 2)
ENSDARG00000012506	ENSDART00000005616		
ENSDARG00000012506	ENSDART00000133481		
ENSDARG00000018966	ENSDART00000015374	Dr.3433.1.S1_at	
ENSDARG00000002912	ENSDART00000131976	Dr.11449.1.A1_at	
ENSDARG00000002912	ENSDART00000082761	Dr.11449.1.A1_at	
ENSDARG00000002912	ENSDART00000125598		
ENSDARG00000002912	ENSDART00000026258	Dr.11449.1.A1_at	
ENSDARG00000002690	ENSDART00000141730	Dr.2730.1.S1_at	
ENSDARG00000002690	ENSDART00000146838	Dr.2730.1.S1_at	
ENSDARG00000002690	ENSDART00000115356	Dr.2730.1.S1_at	
ENSDARG00000002690	ENSDART00000142327		
ENSDARG00000057093	ENSDART00000135443	Dr.5145.1.A1_at	
ENSDARG00000057093	ENSDART00000058729	Dr.5145.1.A1_at	
ENSDARG00000016753	ENSDART00000011534	Dr.7971.1.A1_at	
ENSDARG00000016753	ENSDART00000115279	Dr.7971.1.A1_at	
ENSDARG00000006307	ENSDART00000006038		
ENSDARG00000077261	ENSDART00000113310		LMOD1 (2 of 2)
ENSDARG00000029510	ENSDART00000127976	Dr.3096.1.A1_at	
ENSDARG00000029510	ENSDART00000044987	Dr.3096.1.A1_at	
ENSDARG00000029510	ENSDART00000148023	Dr.3096.1.A1_at	
ENSDARG00000029510	ENSDART00000134273	Dr.3096.1.A1_at	
ENSDARG00000018423	ENSDART00000008038	Dr.12717.1.S1_at	
ENSDARG00000018423	ENSDART00000131431		
ENSDARG00000018423	ENSDART00000145647		
ENSDARG00000018423	ENSDART00000145995		
ENSDARG00000044874	ENSDART00000129211	Dr.9464.1.A1_at	
ENSDARG00000044874	ENSDART00000141832		
ENSDARG00000044874	ENSDART00000138146		
ENSDARG00000002750	ENSDART00000123263	Dr.19576.1.A1_at	
ENSDARG00000002750	ENSDART00000126488	Dr.19576.1.A1_at	
ENSDARG00000002750	ENSDART00000018743	Dr.19576.1.A1_at	
ENSDARG00000002750	ENSDART00000127817		
ENSDARG00000013087	ENSDART00000016181	Dr.20517.1.S1_at	
ENSDARG00000013087	ENSDART00000128705	Dr.20517.1.S1_at	
ENSDARG00000013087	ENSDART00000147546		
ENSDARG00000013087	ENSDART00000127105	Dr.20517.1.S1_at	
ENSDARG00000013087	ENSDART00000127399	Dr.20517.1.S1_at	
ENSDARG00000013087	ENSDART00000132879	Dr.20517.1.S1_at	
ENSDARG00000018840	ENSDART00000019450	Dr.172.1.S1_at	
ENSDARG00000018840	ENSDART00000128126	Dr.172.1.S1_at	
ENSDARG00000076075	ENSDART00000097316		MYH7B (1 of 3)
ENSDARG00000056995	ENSDART00000130477	Dr.15.1.S1_a_at	
ENSDARG00000056995	ENSDART00000103658	Dr.15.1.S1_a_at	
ENSDARG00000056995	ENSDART00000079578	Dr.15.1.S1_a_at	
ENSDARG00000056995	ENSDART00000123567	Dr.15.1.S1_a_at	
ENSDARG00000088178	ENSDART00000125731	Dr.26404.3.S1_at	
ENSDARG00000089724	ENSDART00000126211	Dr.23304.1.A1_at	
ENSDARG00000070545	ENSDART00000065949	Dr.25496.2.S1_at	
ENSDARG00000070545	ENSDART00000065949	Dr.24558.2.S1_at	
ENSDARG00000070545	ENSDART00000065949	Dr.5335.2.S1_at	
ENSDARG00000070545	ENSDART00000065949	Dr.25496.1.A1_at	
ENSDARG00000070545	ENSDART00000065949	DrAffx.2.70.A1_s_at	
ENSDARG00000070545	ENSDART00000122249	Dr.5335.2.S1_at	
ENSDARG00000087186	ENSDART00000129033	Dr.16677.1.A1_at	
ENSDARG00000077883	ENSDART00000112209	Dr.25647.1.A1_at	FAM83D
ENSDARG00000077883	ENSDART00000124864	Dr.25647.1.A1_at	FAM83D
ENSDARG00000077883	ENSDART00000141478		FAM83D
ENSDARG00000070542	ENSDART00000103650	Dr.8198.1.A1_at	
ENSDARG00000070542	ENSDART00000103650	Dr.23470.1.S1_s_at	
ENSDARG00000070541	ENSDART00000103649		
ENSDARG00000062002	ENSDART00000089120	Dr.7724.1.A1_at	ADNP (2 of 2)
ENSDARG00000013477	ENSDART00000112362	Dr.355.1.S1_at	
ENSDARG00000013477	ENSDART00000013714	Dr.355.1.S1_at	
ENSDARG00000013477	ENSDART00000143727	Dr.355.1.S1_at	
ENSDARG00000026098	ENSDART00000126403	Dr.26150.1.A1_at	
ENSDARG00000026098	ENSDART00000034569	Dr.26150.1.A1_at	
ENSDARG00000015990	ENSDART00000014945	Dr.20010.15.A1_at	
ENSDARG00000017274	ENSDART00000011178	Dr.8097.1.S1_at	
ENSDARG00000044862	ENSDART00000065941	Dr.8071.1.S1_at	
ENSDARG00000044862	ENSDART00000065941	AFFX-Dr-NM_131175-1_s_at	
ENSDARG00000044861	ENSDART00000065940		
ENSDARG00000044861	ENSDART00000144302		
ENSDARG00000044861	ENSDART00000132277		
ENSDARG00000044861	ENSDART00000140746		
ENSDARG00000020595	ENSDART00000026249	Dr.3178.1.A1_at	
ENSDARG00000019457	ENSDART00000011250		
ENSDARG00000025718	ENSDART00000035602	Dr.11991.1.S1_at	
ENSDARG00000025718	ENSDART00000147815		
ENSDARG00000025699	ENSDART00000124131		
ENSDARG00000025699	ENSDART00000147179		
ENSDARG00000025699	ENSDART00000033914		
ENSDARG00000025699	ENSDART00000035629		
ENSDARG00000032856	ENSDART00000140856	Dr.14882.1.A1_at	
ENSDARG00000032856	ENSDART00000049646		
ENSDARG00000032856	ENSDART00000111961	Dr.14882.1.A1_at	
ENSDARG00000025679	ENSDART00000146647		
ENSDARG00000025679	ENSDART00000033702		
ENSDARG00000025671	ENSDART00000143677		
ENSDARG00000025671	ENSDART00000033657		
ENSDARG00000025671	ENSDART00000114226		
ENSDARG00000056840	ENSDART00000079400		
ENSDARG00000056840	ENSDART00000121478		
ENSDARG00000077434	ENSDART00000110224	Dr.2729.1.A1_at	MON1B (1 of 2)
ENSDARG00000070513	ENSDART00000103570		BRPF3 (3 of 3)
ENSDARG00000070511	ENSDART00000103566	Dr.14597.1.A1_at	
ENSDARG00000056805	ENSDART00000079328		PLCH2 (2 of 2)
ENSDARG00000008034	ENSDART00000103549	Dr.3980.1.A1_at	
ENSDARG00000008034	ENSDART00000103549	Dr.8083.1.S1_at	
ENSDARG00000061916	ENSDART00000125117	Dr.10517.1.A1_at	
ENSDARG00000061916	ENSDART00000145655		
ENSDARG00000061916	ENSDART00000088894		
ENSDARG00000089449	ENSDART00000122011		KAZN (2 of 3)
ENSDARG00000006601	ENSDART00000144115		KAZN (1 of 3)
ENSDARG00000006601	ENSDART00000088888		KAZN (1 of 3)
ENSDARG00000076451	ENSDART00000125431	Dr.24928.3.S1_at	
ENSDARG00000076451	ENSDART00000111907		
ENSDARG00000075774	ENSDART00000115037		FOXJ3
ENSDARG00000061889	ENSDART00000088800		
ENSDARG00000056720	ENSDART00000079255	Dr.17306.1.A1_at	UTP3
ENSDARG00000056720	ENSDART00000139988		UTP3
ENSDARG00000075536	ENSDART00000103513	Dr.5243.1.S1_at	
ENSDARG00000075536	ENSDART00000087652	Dr.5243.1.S1_at	
ENSDARG00000076952	ENSDART00000109298		
ENSDARG00000002607	ENSDART00000103507		
ENSDARG00000007494	ENSDART00000123094	Dr.7657.1.A1_at	
ENSDARG00000007494	ENSDART00000002846	Dr.7657.1.A1_at	
ENSDARG00000021582	ENSDART00000030453	Dr.13687.1.S1_at	
ENSDARG00000033609	ENSDART00000042322	Dr.3780.1.S1_at	
ENSDARG00000077826	ENSDART00000111539		
ENSDARG00000091568	ENSDART00000126090		
ENSDARG00000052912	ENSDART00000074853		
ENSDARG00000055620	ENSDART00000083010		ACAD9
ENSDARG00000055620	ENSDART00000078008		ACAD9
ENSDARG00000016551	ENSDART00000043091	Dr.13455.1.A1_at	IQSEC1 (2 of 2)
ENSDARG00000087573	ENSDART00000129736		HDAC11 (2 of 2)
ENSDARG00000015156	ENSDART00000113707		
ENSDARG00000015156	ENSDART00000131752		
ENSDARG00000015156	ENSDART00000134504		
ENSDARG00000015156	ENSDART00000024992		
ENSDARG00000015156	ENSDART00000135226		
ENSDARG00000015156	ENSDART00000132865		
ENSDARG00000044827	ENSDART00000065889		
ENSDARG00000044827	ENSDART00000146208		
ENSDARG00000061656	ENSDART00000088177	Dr.13445.1.A1_at	
ENSDARG00000061656	ENSDART00000141320		
ENSDARG00000061656	ENSDART00000137731		
ENSDARG00000007407	ENSDART00000023889		
ENSDARG00000018691	ENSDART00000045942	Dr.5175.1.A1_at	
ENSDARG00000018691	ENSDART00000125352	Dr.5175.1.A1_at	
ENSDARG00000075021	ENSDART00000021949		FAM120A
ENSDARG00000006775	ENSDART00000023823		CASS4
ENSDARG00000044820	ENSDART00000121847	Dr.7120.1.A1_at	
ENSDARG00000044820	ENSDART00000130800	Dr.7120.1.A1_at	
ENSDARG00000044820	ENSDART00000065877	Dr.7120.1.A1_at	
ENSDARG00000044820	ENSDART00000134677		
ENSDARG00000044820	ENSDART00000145744		
ENSDARG00000044820	ENSDART00000132018		
ENSDARG00000077215	ENSDART00000111576	Dr.14976.1.S1_at	EIF4G3 (2 of 2)
ENSDARG00000077215	ENSDART00000111576	Dr.16991.2.A1_at	EIF4G3 (2 of 2)
ENSDARG00000077215	ENSDART00000111576	Dr.16991.1.A1_at	EIF4G3 (2 of 2)
ENSDARG00000061737	ENSDART00000136859		ECE1
ENSDARG00000061737	ENSDART00000088329		ECE1
ENSDARG00000061737	ENSDART00000147386		ECE1
ENSDARG00000015546	ENSDART00000147984		
ENSDARG00000015546	ENSDART00000103456	Dr.24969.1.S1_at	
ENSDARG00000015546	ENSDART00000122814		
ENSDARG00000015546	ENSDART00000146461	Dr.24969.1.S1_at	
ENSDARG00000015546	ENSDART00000013050		
ENSDARG00000015546	ENSDART00000135135		
ENSDARG00000015546	ENSDART00000131101	Dr.24969.1.S1_at	
ENSDARG00000022570	ENSDART00000028641		NMUR2
ENSDARG00000070467	ENSDART00000103450		LACTBL1 (1 of 2)
ENSDARG00000070467	ENSDART00000136061		LACTBL1 (1 of 2)
ENSDARG00000021539	ENSDART00000043756		EPHB2 (1 of 2)
ENSDARG00000087745	ENSDART00000122319		LRRC38 (1 of 2)
ENSDARG00000044803	ENSDART00000065853		
ENSDARG00000044803	ENSDART00000135057		
ENSDARG00000044802	ENSDART00000065851		
ENSDARG00000032885	ENSDART00000046159		C11H1orf158
ENSDARG00000031049	ENSDART00000123245		
ENSDARG00000031049	ENSDART00000041443		
ENSDARG00000031049	ENSDART00000140871		
ENSDARG00000088630	ENSDART00000131165		ARHGEF10L (2 of 2)
ENSDARG00000070709	ENSDART00000103388	Dr.5719.2.A1_at	
ENSDARG00000079546	ENSDART00000112721	Dr.25009.5.A1_at	
ENSDARG00000088772	ENSDART00000124905	Dr.8001.4.A1_at	
ENSDARG00000078965	ENSDART00000079024		
ENSDARG00000078965	ENSDART00000066045		
ENSDARG00000070437	ENSDART00000125753	Dr.1441.1.S1_at	
ENSDARG00000070437	ENSDART00000132092	Dr.1441.1.S1_at	
ENSDARG00000070437	ENSDART00000103368	Dr.1441.1.S1_at	
ENSDARG00000091126	ENSDART00000024318		RNF207 (2 of 2)
ENSDARG00000056541	ENSDART00000128468		
ENSDARG00000056541	ENSDART00000079060		
ENSDARG00000056591	ENSDART00000079062		
ENSDARG00000056601	ENSDART00000079117	Dr.3081.1.A1_at	
ENSDARG00000056601	ENSDART00000134948		
ENSDARG00000057074	ENSDART00000124471		
ENSDARG00000057074	ENSDART00000088624		
ENSDARG00000046132	ENSDART00000067822	Dr.24464.1.A1_at	
ENSDARG00000046132	ENSDART00000067822	Dr.4843.1.S1_at	
ENSDARG00000056615	ENSDART00000069132		
ENSDARG00000056615	ENSDART00000118422		
ENSDARG00000056615	ENSDART00000148265		
ENSDARG00000056618	ENSDART00000079149		
ENSDARG00000056620	ENSDART00000079150		
ENSDARG00000056624	ENSDART00000138912		
ENSDARG00000056624	ENSDART00000134223		
ENSDARG00000056624	ENSDART00000079152		
ENSDARG00000056638	ENSDART00000145251		
ENSDARG00000056638	ENSDART00000079160		
ENSDARG00000056638	ENSDART00000146117		
ENSDARG00000056650	ENSDART00000079175		
ENSDARG00000056650	ENSDART00000135699		
ENSDARG00000089383	ENSDART00000127049		
ENSDARG00000095939	ENSDART00000148929		
ENSDARG00000095939	ENSDART00000148841		
ENSDARG00000016918	ENSDART00000126110	Dr.20290.1.A1_at	
ENSDARG00000016918	ENSDART00000003712	Dr.20290.1.A1_at	
ENSDARG00000079977	ENSDART00000112254		NHS (1 of 2)
ENSDARG00000012949	ENSDART00000006669		SCML2
ENSDARG00000015240	ENSDART00000010026		
ENSDARG00000015240	ENSDART00000127502		
ENSDARG00000027236	ENSDART00000036050		
ENSDARG00000027236	ENSDART00000150080		
ENSDARG00000027236	ENSDART00000135375		
ENSDARG00000020191	ENSDART00000003475		
ENSDARG00000091602	ENSDART00000122756		
ENSDARG00000089507	ENSDART00000122424		
ENSDARG00000089507	ENSDART00000126815		
ENSDARG00000089507	ENSDART00000128276		
ENSDARG00000089507	ENSDART00000123244		
ENSDARG00000089507	ENSDART00000127797		
ENSDARG00000089507	ENSDART00000127075		
